Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
HQY,"HealthEquity, Inc.",24.24,$1.4B,2014,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/hqy
HSTM,"HealthStream, Inc.",22.14,$702.49M,2000,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/hstm
HWAY,"Healthways, Inc.",11.905,$430.25M,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/hway
HTLD,"Heartland Express, Inc.",17.44,$1.45B,1986,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/htld
HTLF,"Heartland Financial USA, Inc.",33.52,$821.97M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/htlf
HTWR,"Heartware International, Inc.",26.4,$463.07M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/htwr
HTBX,"Heat Biologics, Inc.",0.4592,$3.87M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/htbx
HSII,"Heidrick & Struggles International, Inc.",18.5,$343.19M,1999,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/hsii
HELE,Helen of Troy Limited,96.77,$2.69B,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/hele
HMNY,Helios and Matheson Analytics Inc,1.24,$2.89M,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/hmny
HMTV,"Hemisphere Media Group, Inc.",11.49,$518.37M,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/hmtv
HNNA,"Hennessy Advisors, Inc.",33.61,$170.28M,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/hnna
HCAC,Hennessy Capital Acquisition Corp. II,9.8492,$245.74M,2015,Finance,Business Services,http://www.nasdaq.com/symbol/hcac
HCACU,Hennessy Capital Acquisition Corp. II,10,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/hcacu
HCACW,Hennessy Capital Acquisition Corp. II,0.28,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/hcacw
HSIC,"Henry Schein, Inc.",171.97,$14.11B,1995,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/hsic
HERO,"Hercules Offshore, Inc.",1.24,$24.79M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/hero
HTBK,Heritage Commerce Corp,10.33,$332.33M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/htbk
HFWA,Heritage Financial Corporation,17.59,$527.2M,n/a,Finance,Banks,http://www.nasdaq.com/symbol/hfwa
HEOP,Heritage Oaks Bancorp,8.03,$274.59M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/heop
HCCI,"Heritage-Crystal Clean, Inc.",9.99,$223.48M,2008,Basic Industries,Miscellaneous,http://www.nasdaq.com/symbol/hcci
MLHR,"Herman Miller, Inc.",30.44,$1.82B,n/a,Consumer Durables,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/mlhr
HRTX,"Heron Therapeutics, Inc.  ",16.33,$598.63M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/hrtx
HSKA,Heska Corporation,39.56,$264.35M,1997,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/hska
HFFC,HF Financial Corp.,19.64,$138.91M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/hffc
HIBB,"Hibbett Sports, Inc.",32.98,$752.86M,1996,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/hibb
HPJ,Highpower International Inc,1.82,$27.49M,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/hpj
HIHO,Highway Holdings Limited,4.48,$17.03M,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/hiho
HIMX,"Himax Technologies, Inc.",9.2,$1.58B,2006,Technology,Semiconductors,http://www.nasdaq.com/symbol/himx
HIFS,Hingham Institution for Savings,128.3,$273.12M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hifs
HSGX,Histogenics Corporation,1.88,$24.96M,2014,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/hsgx
HMNF,"HMN Financial, Inc.",12.27,$55.05M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/hmnf
HMSY,HMS Holdings Corp,15.78,$1.33B,1992,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/hmsy
HOLI,"Hollysys Automation Technologies, Ltd.",17.66,$1.04B,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/holi
HOLX,"Hologic, Inc.",33.75,$9.41B,1990,Health Care,Medical Electronics,http://www.nasdaq.com/symbol/holx
HBCP,"Home Bancorp, Inc.",27.85,$202.21M,n/a,Finance,Banks,http://www.nasdaq.com/symbol/hbcp
HOMB,"Home BancShares, Inc.",40.3,$2.83B,2006,Finance,Major Banks,http://www.nasdaq.com/symbol/homb
HFBL,"Home Federal Bancorp, Inc. of Louisiana",22.29,$44.66M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/hfbl
HMST,"HomeStreet, Inc.",20.64,$511.84M,2012,Finance,Major Banks,http://www.nasdaq.com/symbol/hmst
HTBI,"HomeTrust Bancshares, Inc.",18.05,$326.28M,2012,Finance,Savings Institutions,http://www.nasdaq.com/symbol/htbi
CETC,Hongli Clean Energy Technologies Corp.,0.4,$9.58M,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/cetc
HOFT,Hooker Furniture Corporation,24.08,$277.77M,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/hoft
HFBC,"HopFed Bancorp, Inc.",11.1,$75.21M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/hfbc
HBNC,Horizon Bancorp (IN),23.96,$287.12M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/hbnc
HZNP,Horizon Pharma plc,14.08,$2.26B,2011,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/hznp
HRZN,Horizon Technology Finance Corporation,11.58,$133.66M,2010,n/a,n/a,http://www.nasdaq.com/symbol/hrzn
HDP,"Hortonworks, Inc.",10.21,$589.58M,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/hdp
HMHC,Houghton Mifflin Harcourt Company,17.53,$2.16B,2013,Consumer Services,Books,http://www.nasdaq.com/symbol/hmhc
HWCC,Houston Wire & Cable Company,5.5,$91.03M,2006,Consumer Non-Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/hwcc
HOVNP,Hovnanian Enterprises Inc,2.61,$13.05M,n/a,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/hovnp
HBMD,"Howard Bancorp, Inc.",12.39,$86.3M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/hbmd
HSNI,"HSN, Inc.",48.98,$2.56B,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/hsni
HTGM,"HTG Molecular Diagnostics, Inc.",2.96,$20.65M,2015,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/htgm
HUBG,"Hub Group, Inc.",38.09,$1.33B,1996,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/hubg
HSON,"Hudson Global, Inc.",2.31,$79.11M,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/hson
HDSN,"Hudson Technologies, Inc.",3.53,$116.38M,n/a,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/hdsn
HBAN,Huntington Bancshares Incorporated,9.67,$7.7B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/hban
HBANO,Huntington Bancshares Incorporated,26.12,$20.81B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/hbano
HBANP,Huntington Bancshares Incorporated,1360.0201,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/hbanp
HURC,"Hurco Companies, Inc.",32.3,$212.02M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/hurc
HURN,Huron Consulting Group Inc.,56.09,$1.22B,2004,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/hurn
HTCH,Hutchinson Technology Incorporated,3.57,$121.08M,1985,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/htch
HCM,Hutchison China MediTech Limited,12.5,$1.41B,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/hcm
HBP,"Huttig Building Products, Inc.",4.6,$115.66M,n/a,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/hbp
HDRA,Hydra Industries Acquisition Corp.,9.865,$98.65M,2014,Finance,Business Services,http://www.nasdaq.com/symbol/hdra
HDRAR,Hydra Industries Acquisition Corp.,0.26,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/hdrar
HDRAU,Hydra Industries Acquisition Corp.,10.16,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/hdrau
HDRAW,Hydra Industries Acquisition Corp.,0.25,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/hdraw
HYGS,Hydrogenics Corporation,7.8,$97.82M,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/hygs
IDSY,"I.D. Systems, Inc.",5.03,$69.66M,1999,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/idsy
IAC,IAC/InterActiveCorp,54.38,$4.31B,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/iac
IKGH,Iao Kun Group Holding Company Limited,1.11,$69.16M,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/ikgh
IBKC,IBERIABANK Corporation,57.19,$2.36B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ibkc
IBKCP,IBERIABANK Corporation,26.099,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ibkcp
ICAD,icad inc.,4.82,$76.61M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/icad
IEP,Icahn Enterprises L.P.,52.75,$7.12B,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/iep
ICFI,"ICF International, Inc.",40.16,$763.57M,2006,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/icfi
ICLR,ICON plc,63.58,$3.5B,1998,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/iclr
ICON,"Iconix Brand Group, Inc.",7.625,$370.08M,n/a,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/icon
ICUI,"ICU Medical, Inc.",99.89,$1.61B,1992,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/icui
IPWR,Ideal Power Inc.,4.21,$40.24M,2013,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ipwr
INVE,"Identiv, Inc.",2.21,$23.75M,n/a,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/inve
IDRA,"Idera Pharmaceuticals, Inc.",1.38,$167.42M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/idra
IDXX,"IDEXX Laboratories, Inc.",86.67,$7.76B,1991,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/idxx
DSKY,iDreamSky Technology Limited,12.74,$577.18M,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/dsky
IROQ,"IF Bancorp, Inc.",17.925,$71.95M,2011,Finance,Savings Institutions,http://www.nasdaq.com/symbol/iroq
IRG,"Ignite Restaurant Group, Inc.",2.87,$75.08M,2012,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/irg
RXDX,"Ignyta, Inc.",6.31,$262.79M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rxdx
IIVI,II-VI Incorporated,19.45,$1.2B,1987,Capital Goods,Electronic Components,http://www.nasdaq.com/symbol/iivi
KANG,"iKang Healthcare Group, Inc.",17.98,$1.18B,2014,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/kang
IKNX,Ikonics Corporation,11.1199,$22.44M,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/iknx
ILMN,"Illumina, Inc.",136.92,$20.15B,2000,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/ilmn
ISNS,"Image Sensing Systems, Inc.",2.25,$11.31M,1995,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/isns
IMMR,Immersion Corporation,6.22,$179.27M,1999,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/immr
ICCC,ImmuCell Corporation,6.2165,$25.98M,1987,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/iccc
IMDZ,Immune Design Corp.,11.48,$231.36M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/imdz
IMNP          ,Immune Pharmaceuticals Inc.,0.265,$10.42M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/imnp
IMGN,"ImmunoGen, Inc.",5.64,$491.11M,1989,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/imgn
IMMU,"Immunomedics, Inc.",3.72,$352.67M,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/immu
IPXL,"Impax Laboratories, Inc.",29.18,$2.15B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ipxl
IMMY,"Imprimis Pharmaceuticals, Inc.",3.76,$49.28M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/immy
INCR,"INC Research Holdings, Inc.",44.18,$2.4B,2014,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/incr
SAAS,"inContact, Inc.",9.54,$593.31M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/saas
INCY,Incyte Corporation,73.21,$13.74B,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/incy
INDB,Independent Bank Corp.,45.83,$1.21B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/indb
IBCP,Independent Bank Corporation,14.71,$312.78M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ibcp
IBTX,"Independent Bank Group, Inc",33.68,$621.77M,2013,Finance,Major Banks,http://www.nasdaq.com/symbol/ibtx
IDSA,"Industrial Services of America, Inc.",2.5741,$20.64M,n/a,Basic Industries,Miscellaneous,http://www.nasdaq.com/symbol/idsa
INFN,Infinera Corporation,11.88,$1.68B,2007,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/infn
INFI,"Infinity Pharmaceuticals, Inc.",4.79,$236.85M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/infi
IPCC,Infinity Property and Casualty Corporation,77.14,$852.9M,2003,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ipcc
III,"Information Services Group, Inc.",4.08,$144.35M,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/iii
IFON,InfoSonics Corp,0.75,$10.79M,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/ifon
IMKTA,"Ingles Markets, Incorporated",38.33,$776.56M,1987,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/imkta
INWK,"InnerWorkings, Inc.",8.08,$439.02M,2006,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/inwk
INNL,Innocoll Holdings,7.5,$182.53M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/innl
INOD,Innodata Inc.,2.21,$56.23M,1993,Technology,EDP Services,http://www.nasdaq.com/symbol/inod
IPHS,"Innophos Holdings, Inc.",37.28,$722.88M,2006,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/iphs
IOSP,Innospec Inc.,47.28,$1.13B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/iosp
ISSC,"Innovative Solutions and Support, Inc.",2.6,$44.11M,2000,Technology,EDP Services,http://www.nasdaq.com/symbol/issc
INVA,"Innoviva, Inc.",10.7,$1.21B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/inva
INGN,"Inogen, Inc",43.63,$868.91M,2014,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/ingn
ITEK,Inotek Pharmaceuticals Corporation,9.04,$238.87M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/itek
INOV,"Inovalon Holdings, Inc.",17.13,$2.61B,2015,Technology,EDP Services,http://www.nasdaq.com/symbol/inov
INO,"Inovio Pharmaceuticals, Inc.",9.33,$682M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ino
NSIT,"Insight Enterprises, Inc.",24.61,$903.31M,1995,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/nsit
ISIG,"Insignia Systems, Inc.",2.33,$27.06M,1991,Consumer Services,Advertising,http://www.nasdaq.com/symbol/isig
INSM,"Insmed, Inc.",10.79,$667.66M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/insm
IIIN,"Insteel Industries, Inc.",26.91,$505.54M,n/a,Capital Goods,Steel/Iron Ore,http://www.nasdaq.com/symbol/iiin
PODD,Insulet Corporation,26.89,$1.54B,2007,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/podd
INSY,"Insys Therapeutics, Inc.",12.88,$921.52M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/insy
NTEC,Intec Pharma Ltd.,3.18,$36.41M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ntec
IART,Integra LifeSciences Holdings Corporation,71.05,$2.64B,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/iart
IDTI,"Integrated Device Technology, Inc.",20.25,$2.74B,1984,Technology,Semiconductors,http://www.nasdaq.com/symbol/idti
IESC,"Integrated Electrical Services, Inc.",13.2,$283.67M,n/a,Capital Goods,Engineering & Construction,http://www.nasdaq.com/symbol/iesc
INTC,Intel Corporation,29.91,$141.24B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/intc
IQNT,"Inteliquent, Inc.",16.54,$563.69M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/iqnt
NTLA,"Intellia Therapeutics, Inc.",23.39,$820.9M,2016,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/ntla
IPCI,Intellipharmaceutics International Inc.,1.8699,$46.51M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ipci
IPAR,"Inter Parfums, Inc.",28.09,$872.35M,n/a,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/ipar
IBKR,"Interactive Brokers Group, Inc.",35.94,$14.63B,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ibkr
ININ,"Interactive Intelligence Group, Inc.",35.05,$773.87M,1999,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/inin
ICPT,"Intercept Pharmaceuticals, Inc.",131.15,$3.23B,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/icpt
ICLD,"InterCloud Systems, Inc",0.72,$18.71M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/icld
ICLDW,"InterCloud Systems, Inc",0.18,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/icldw
IDCC,"InterDigital, Inc.",54.71,$1.89B,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/idcc
TILE,"Interface, Inc.",16.26,$1.07B,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/tile
LINK,"Interlink Electronics, Inc.",9.8701,$72.31M,n/a,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/link
IMI,"Intermolecular, Inc.",1.98,$97.98M,2011,Technology,Semiconductors,http://www.nasdaq.com/symbol/imi
INAP,Internap Corporation,2.21,$124.54M,1999,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/inap
IBOC,International Bancshares Corporation,25.3,$1.67B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/iboc
ISCA,International Speedway Corporation,32.36,$1.5B,1996,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/isca
IGLD,Internet Gold Golden Lines Ltd.,14.27,$274.03M,1999,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/igld
IIJI,"Internet Initiative Japan, Inc.",10.37,$968.79M,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/iiji
IDXG,"Interpace Diagnostics Group, Inc.",0.3,$5.45M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/idxg
XENT,"Intersect ENT, Inc.",12.35,$349.83M,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/xent
INTX,"Intersections, Inc.",2.48,$58.03M,2004,Technology,EDP Services,http://www.nasdaq.com/symbol/intx
ISIL,Intersil Corporation,11.95,$1.61B,2000,Technology,Semiconductors,http://www.nasdaq.com/symbol/isil
IILG,"Interval Leisure Group, Inc.",14.47,$839.65M,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/iilg
IVAC,"Intevac, Inc.",4.35,$89.83M,1995,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ivac
INTL,INTL FCStone Inc.,26.14,$485.52M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/intl
INTLL,INTL FCStone Inc.,25.8,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/intll
ITCI,Intra-Cellular Therapies Inc.,32.43,$1.4B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/itci
IIN,IntriCon Corporation,5.29,$31.64M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/iin
INTU,Intuit Inc.,102.03,$26.2B,1993,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/intu
ISRG,"Intuitive Surgical, Inc.",628.81,$23.93B,2000,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/isrg
INVT,"Inventergy Global, Inc.",1.94,$8.17M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/invt
SNAK,"Inventure Foods, Inc.",6.74,$132.19M,1996,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/snak
ISTR,Investar Holding Corporation,15.45,$112.71M,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/istr
ISBC,"Investors Bancorp, Inc.",11.52,$3.68B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/isbc
ITIC,Investors Title Company,94.25,$182.03M,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/itic
NVIV,InVivo Therapeutics Holdings Corp.,6.09,$194.32M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/nviv
IVTY,"Invuity, Inc.",5.48,$73.44M,2015,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ivty
IONS,"Ionis Pharmaceuticals, Inc.",31.42,$3.8B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ions
IPAS,iPass Inc.,1.16,$74.93M,2003,Technology,EDP Services,http://www.nasdaq.com/symbol/ipas
IPGP,IPG Photonics Corporation,82.14,$4.36B,2006,Technology,Semiconductors,http://www.nasdaq.com/symbol/ipgp
IRMD,iRadimed Corporation,17.47,$190.71M,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/irmd
IRIX,IRIDEX Corporation,11.88,$119.6M,1996,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/irix
IRDM,Iridium Communications Inc,8.19,$782.29M,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/irdm
IRDMB,Iridium Communications Inc,311.3,$155.65M,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/irdmb
IRBT,iRobot Corporation,37.91,$1.04B,2005,Consumer Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/irbt
IRWD,"Ironwood Pharmaceuticals, Inc.",10.44,$1.51B,2010,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/irwd
IRCP,IRSA Propiedades Comerciales S.A.,39.24,$1.24B,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/ircp
SLQD,iShares 0-5 Year Investment Grade Corporate Bond ETF,50.72,$73.54M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/slqd
TLT,iShares 20+ Year Treasury Bond ETF,132.28,$5.32B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tlt
AIA,iShares Asia 50 ETF,40.46,$339.86M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aia
COMT,iShares Commodities Select Strategy ETF,31.35,$250.8M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/comt
IXUS,iShares Core MSCI Total International Stock ETF,48.9,$1.61B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ixus
IFEU,iShares FTSE EPRA/NAREIT Europe Index Fund,37.52,$60.03M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ifeu
IFGL,iShares FTSE EPRA/NAREIT Global Real Estate ex-U.S. Index Fund,29.15,$924.06M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ifgl
IGF,iShares Global Infrastructure ETF,39.54,$1.17B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/igf
GNMA,iShares GNMA Bond ETF,50.92,$61.1M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gnma
JKI,iShares Morningstar Mid-Cap ETF,122.82,$208.79M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jki
ACWX,iShares MSCI ACWI ex US Index Fund,39.1,$1.74B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/acwx
ACWI,iShares MSCI ACWI Index Fund,55.6,$6.04B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/acwi
AAXJ,iShares MSCI All Country Asia ex Japan Index Fund,51.21,$2.89B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aaxj
EWZS,iShares MSCI Brazil Small-Cap ETF,9.17,$29.34M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ewzs
MCHI,iShares MSCI China ETF,39.39,$1.55B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mchi
SCZ,iShares MSCI EAFE Small-Cap ETF,49.845,$5.02B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/scz
EEMA,iShares MSCI Emerging Markets Asia Index Fund,48.24,$132.66M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eema
EEML,iShares MSCI Emerging Markets Latin America Index Fund,29.11,$8.73M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eeml
EUFN,iShares MSCI Europe Financials Sector Index Fund,17.6,$340.56M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eufn
IEUS,iShares MSCI Europe Small-Cap ETF,44.5953,$51.28M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ieus
ENZL,iShares MSCI New Zealand Capped ETF,41.22,$138.09M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/enzl
QAT,iShares MSCI Qatar Capped ETF,18.8499,$41.47M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qat
UAE,iShares MSCI UAE Capped ETF,16.39,$27.04M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/uae
